2-2-1-0,0.001000,0.001000,
1,0.000639,0.000000,
2-2-1-0,0.001000,0.001000,
1,0.000184,0.000000,
2-2-1-4576221,0.001000,0.001000,
1,10.582952,nan,
3-2-1,0.001000,0.001000,
1,0.000444,0.150198,
2,0.000442,0.150180,
3,0.000441,0.150162,
4,0.000362,0.150145,
5,0.000141,0.150127,
6,0.000140,0.150109,
7,0.000140,0.150091,
8,0.000142,0.150073,
9,0.000142,0.150056,
10,0.000142,0.150038,
11,0.000141,0.150020,
12,0.000142,0.150002,
13,0.000142,0.149985,
14,0.000141,0.149967,
15,0.000140,0.149949,
16,0.000141,0.149931,
17,0.000139,0.149914,
18,0.000146,0.149896,
19,0.000141,0.149878,
20,0.000140,0.149860,
21,0.000140,0.149843,
22,0.000139,0.149825,
23,0.000140,0.149807,
24,0.000140,0.149790,
25,0.000139,0.149772,
26,0.000141,0.149754,
27,0.000141,0.149737,
28,0.000141,0.149719,
29,0.000144,0.149701,
30,0.000140,0.149684,
31,0.000140,0.149666,
32,0.000140,0.149648,
33,0.000140,0.149631,
34,0.000140,0.149613,
35,0.000140,0.149595,
36,0.000141,0.149578,
37,0.000140,0.149560,
38,0.000139,0.149543,
39,0.000139,0.149525,
40,0.000140,0.149507,
41,0.000141,0.149490,
42,0.000140,0.149472,
43,0.000141,0.149455,
44,0.000140,0.149437,
45,0.000140,0.149420,
46,0.000139,0.149402,
47,0.000140,0.149384,
48,0.000139,0.149367,
49,0.000139,0.149349,
50,0.000139,0.149332,
51,0.000140,0.149314,
52,0.000142,0.149297,
53,0.000140,0.149279,
54,0.000148,0.149262,
55,0.000139,0.149244,
56,0.000139,0.149227,
57,0.000140,0.149209,
58,0.000139,0.149192,
59,0.000139,0.149174,
60,0.000139,0.149157,
61,0.000140,0.149140,
62,0.000140,0.149122,
63,0.000140,0.149105,
64,0.000139,0.149087,
65,0.000140,0.149070,
66,0.000141,0.149052,
67,0.000140,0.149035,
68,0.000139,0.149018,
69,0.000139,0.149000,
70,0.000140,0.148983,
71,0.000140,0.148965,
72,0.000140,0.148948,
73,0.000139,0.148931,
74,0.000140,0.148913,
75,0.000141,0.148896,
76,0.000141,0.148879,
77,0.000141,0.148861,
78,0.000139,0.148844,
79,0.000162,0.148827,
80,0.000141,0.148809,
81,0.000141,0.148792,
82,0.000140,0.148775,
83,0.000141,0.148757,
84,0.000140,0.148740,
85,0.000139,0.148723,
86,0.000142,0.148705,
87,0.000140,0.148688,
88,0.000140,0.148671,
89,0.000140,0.148654,
90,0.000139,0.148636,
91,0.000140,0.148619,
92,0.000140,0.148602,
93,0.000139,0.148585,
94,0.000140,0.148567,
95,0.000140,0.148550,
96,0.000474,0.148533,
97,0.000144,0.148516,
98,0.000208,0.148499,
99,0.000142,0.148481,
100,0.000141,0.148464,
101,0.000144,0.148447,
102,0.000139,0.148430,
103,0.000140,0.148413,
104,0.000140,0.148395,
105,0.000141,0.148378,
106,0.000142,0.148361,
107,0.000140,0.148344,
108,0.000139,0.148327,
109,0.000139,0.148310,
110,0.000139,0.148293,
111,0.000140,0.148275,
112,0.000140,0.148258,
113,0.000141,0.148241,
114,0.000141,0.148224,
115,0.000141,0.148207,
116,0.000141,0.148190,
117,0.000139,0.148173,
118,0.000140,0.148156,
119,0.000140,0.148139,
120,0.000143,0.148122,
121,0.000141,0.148105,
122,0.000141,0.148088,
123,0.000142,0.148071,
124,0.000140,0.148054,
125,0.000143,0.148037,
126,0.000145,0.148020,
127,0.000140,0.148003,
128,0.000140,0.147986,
129,0.000139,0.147969,
130,0.000140,0.147952,
131,0.000140,0.147935,
132,0.000139,0.147918,
133,0.000140,0.147901,
134,0.000141,0.147884,
135,0.000140,0.147867,
136,0.000140,0.147850,
137,0.000140,0.147833,
138,0.000140,0.147816,
139,0.000140,0.147799,
140,0.000140,0.147782,
141,0.000141,0.147765,
142,0.000140,0.147748,
143,0.000141,0.147731,
144,0.000140,0.147714,
145,0.000140,0.147698,
146,0.000140,0.147681,
147,0.000140,0.147664,
148,0.000140,0.147647,
149,0.000139,0.147630,
150,0.000139,0.147613,
151,0.000140,0.147596,
152,0.000153,0.147580,
153,0.000140,0.147563,
154,0.000142,0.147546,
155,0.000141,0.147529,
156,0.000139,0.147512,
157,0.000140,0.147496,
158,0.000141,0.147479,
159,0.000139,0.147462,
160,0.000139,0.147445,
161,0.000141,0.147428,
162,0.000140,0.147412,
163,0.000140,0.147395,
164,0.000141,0.147378,
165,0.000142,0.147361,
166,0.000143,0.147345,
167,0.000143,0.147328,
168,0.000141,0.147311,
169,0.000141,0.147294,
170,0.000396,0.147278,
171,0.000446,0.147261,
172,0.000444,0.147244,
173,0.000445,0.147228,
174,0.000444,0.147211,
175,0.000444,0.147194,
176,0.000445,0.147178,
177,0.000444,0.147161,
178,0.000444,0.147144,
179,0.000444,0.147128,
180,0.000213,0.147111,
181,0.000139,0.147094,
182,0.000140,0.147078,
183,0.000140,0.147061,
184,0.000751,0.147045,
185,0.000142,0.147028,
186,0.000139,0.147011,
187,0.000140,0.146995,
188,0.000142,0.146978,
189,0.000140,0.146962,
190,0.000140,0.146945,
191,0.000140,0.146929,
192,0.000140,0.146912,
193,0.000141,0.146895,
194,0.000140,0.146879,
195,0.000140,0.146862,
196,0.000139,0.146846,
197,0.000139,0.146829,
198,0.000141,0.146813,
199,0.000140,0.146796,
200,0.000140,0.146780,
201,0.000140,0.146763,
202,0.000141,0.146747,
203,0.000140,0.146730,
204,0.000141,0.146714,
205,0.000140,0.146697,
206,0.000140,0.146681,
207,0.000139,0.146665,
208,0.000140,0.146648,
209,0.000140,0.146632,
210,0.000141,0.146615,
211,0.000141,0.146599,
212,0.000141,0.146582,
213,0.000140,0.146566,
214,0.000140,0.146550,
215,0.000140,0.146533,
216,0.000140,0.146517,
217,0.000140,0.146500,
218,0.000140,0.146484,
219,0.000141,0.146468,
220,0.000139,0.146451,
221,0.000141,0.146435,
222,0.000142,0.146419,
223,0.000141,0.146402,
224,0.000147,0.146386,
225,0.000140,0.146370,
226,0.000139,0.146353,
227,0.000139,0.146337,
228,0.000140,0.146321,
229,0.000140,0.146305,
230,0.000140,0.146288,
231,0.000139,0.146272,
232,0.000140,0.146256,
233,0.000140,0.146240,
234,0.000139,0.146223,
235,0.000139,0.146207,
236,0.000139,0.146191,
237,0.000141,0.146175,
238,0.000141,0.146158,
239,0.000141,0.146142,
240,0.000139,0.146126,
241,0.000139,0.146110,
242,0.000140,0.146094,
243,0.000140,0.146077,
244,0.000140,0.146061,
245,0.000140,0.146045,
246,0.000140,0.146029,
247,0.000139,0.146013,
248,0.000140,0.145997,
249,0.000144,0.145980,
250,0.000140,0.145964,
251,0.000141,0.145948,
252,0.000140,0.145932,
253,0.000140,0.145916,
254,0.000140,0.145900,
255,0.000139,0.145884,
256,0.000146,0.145868,
257,0.000140,0.145852,
258,0.000140,0.145835,
259,0.000140,0.145819,
260,0.000141,0.145803,
261,0.000139,0.145787,
262,0.000141,0.145771,
263,0.000140,0.145755,
264,0.000139,0.145739,
265,0.000140,0.145723,
266,0.000139,0.145707,
267,0.000139,0.145691,
268,0.000140,0.145675,
269,0.000139,0.145659,
270,0.000140,0.145643,
271,0.000140,0.145627,
272,0.000139,0.145611,
273,0.000141,0.145595,
274,0.000153,0.145579,
275,0.000139,0.145563,
276,0.000139,0.145547,
277,0.000141,0.145532,
278,0.000140,0.145516,
279,0.000139,0.145500,
280,0.000140,0.145484,
281,0.000140,0.145468,
282,0.000140,0.145452,
283,0.000140,0.145436,
284,0.000141,0.145420,
285,0.000140,0.145404,
286,0.000139,0.145388,
287,0.000140,0.145373,
288,0.000139,0.145357,
289,0.000139,0.145341,
290,0.000142,0.145325,
291,0.000140,0.145309,
292,0.000140,0.145293,
293,0.000140,0.145278,
294,0.000141,0.145262,
295,0.000141,0.145246,
296,0.000140,0.145230,
297,0.000139,0.145214,
298,0.000140,0.145199,
299,0.000141,0.145183,
300,0.000141,0.145167,
301,0.000141,0.145151,
302,0.000140,0.145136,
303,0.000139,0.145120,
304,0.000139,0.145104,
305,0.000140,0.145088,
306,0.000139,0.145073,
307,0.000138,0.145057,
308,0.000140,0.145041,
309,0.000139,0.145026,
310,0.000139,0.145010,
311,0.000139,0.144994,
312,0.000140,0.144979,
313,0.000141,0.144963,
314,0.000141,0.144947,
315,0.000142,0.144932,
316,0.000140,0.144916,
317,0.000140,0.144900,
318,0.000140,0.144885,
319,0.000139,0.144869,
320,0.000141,0.144854,
321,0.000140,0.144838,
322,0.000139,0.144822,
323,0.000141,0.144807,
324,0.000147,0.144791,
325,0.000140,0.144776,
326,0.000140,0.144760,
327,0.000140,0.144745,
328,0.000139,0.144729,
329,0.000141,0.144713,
330,0.000140,0.144698,
331,0.000139,0.144682,
332,0.000145,0.144667,
333,0.000140,0.144651,
334,0.000140,0.144636,
335,0.000139,0.144620,
336,0.000143,0.144605,
337,0.000141,0.144589,
338,0.000141,0.144574,
339,0.000140,0.144558,
340,0.000141,0.144543,
341,0.000141,0.144528,
342,0.000141,0.144512,
343,0.000141,0.144497,
344,0.000139,0.144481,
345,0.000141,0.144466,
346,0.000140,0.144450,
347,0.000140,0.144435,
348,0.000140,0.144420,
349,0.000155,0.144404,
350,0.000140,0.144389,
351,0.000142,0.144373,
352,0.000142,0.144358,
353,0.000141,0.144343,
354,0.000141,0.144327,
355,0.000140,0.144312,
356,0.000465,0.144297,
357,0.000441,0.144281,
358,0.000441,0.144266,
359,0.000442,0.144251,
360,0.000442,0.144235,
361,0.000441,0.144220,
362,0.000442,0.144205,
363,0.000429,0.144190,
364,0.000465,0.144174,
365,0.000441,0.144159,
366,0.000656,0.144144,
367,0.000140,0.144129,
368,0.000139,0.144113,
369,0.000141,0.144098,
370,0.000139,0.144083,
371,0.000140,0.144068,
372,0.000140,0.144052,
373,0.000148,0.144037,
374,0.000139,0.144022,
375,0.000140,0.144007,
376,0.000140,0.143992,
377,0.000139,0.143976,
378,0.000140,0.143961,
379,0.000140,0.143946,
380,0.000140,0.143931,
381,0.000140,0.143916,
382,0.000140,0.143901,
383,0.000140,0.143886,
384,0.000140,0.143871,
385,0.000139,0.143855,
386,0.000140,0.143840,
387,0.000139,0.143825,
388,0.000139,0.143810,
389,0.000139,0.143795,
390,0.000140,0.143780,
391,0.000140,0.143765,
392,0.000142,0.143750,
393,0.000141,0.143735,
394,0.000140,0.143720,
395,0.000139,0.143705,
396,0.000140,0.143690,
397,0.000140,0.143675,
398,0.000140,0.143660,
399,0.000139,0.143645,
400,0.000140,0.143630,
401,0.000140,0.143615,
402,0.000139,0.143600,
403,0.000140,0.143585,
404,0.000139,0.143570,
405,0.000139,0.143555,
406,0.000141,0.143540,
407,0.000140,0.143525,
408,0.000140,0.143510,
409,0.000140,0.143495,
410,0.000140,0.143480,
411,0.000139,0.143465,
412,0.000140,0.143450,
413,0.000139,0.143435,
414,0.000140,0.143421,
415,0.000139,0.143406,
416,0.000140,0.143391,
417,0.000143,0.143376,
418,0.000140,0.143361,
419,0.000141,0.143346,
420,0.000140,0.143331,
421,0.000140,0.143317,
422,0.000152,0.143302,
423,0.000141,0.143287,
424,0.000140,0.143272,
425,0.000139,0.143257,
426,0.000142,0.143243,
427,0.000140,0.143228,
428,0.000140,0.143213,
429,0.000139,0.143198,
430,0.000139,0.143183,
431,0.000140,0.143169,
432,0.000140,0.143154,
433,0.000139,0.143139,
434,0.000140,0.143125,
435,0.000139,0.143110,
436,0.000140,0.143095,
437,0.000139,0.143080,
438,0.000139,0.143066,
439,0.000139,0.143051,
440,0.000140,0.143036,
441,0.000140,0.143022,
442,0.000139,0.143007,
443,0.000139,0.142992,
444,0.000140,0.142978,
445,0.000140,0.142963,
446,0.000140,0.142948,
447,0.000147,0.142934,
448,0.000140,0.142919,
449,0.000139,0.142905,
450,0.000140,0.142890,
451,0.000139,0.142875,
452,0.000140,0.142861,
453,0.000140,0.142846,
454,0.000140,0.142832,
455,0.000140,0.142817,
456,0.000138,0.142803,
457,0.000141,0.142788,
458,0.000140,0.142773,
459,0.000140,0.142759,
460,0.000141,0.142744,
461,0.000139,0.142730,
462,0.000139,0.142715,
463,0.000139,0.142701,
464,0.000140,0.142686,
465,0.000140,0.142672,
466,0.000141,0.142657,
467,0.000139,0.142643,
468,0.000140,0.142628,
469,0.000141,0.142614,
470,0.000140,0.142600,
471,0.000139,0.142585,
472,0.000148,0.142571,
473,0.000141,0.142556,
474,0.000140,0.142542,
475,0.000140,0.142527,
476,0.000141,0.142513,
477,0.000141,0.142499,
